Date,sin,cos,DO,elev,pH,Spc,Temp,Turb,Bicarb,Brom,Si,TKN,NH,NO,OP,DP,TP,TN,FC,Chl-a,Fe,SSC,TNTP,NONH,Geo
2013-01-23,0.39,0.92,13.13,1413.74,8.66,1117,2.1,3.6,235,0.16,1.35,0.556,0.015,0.005,0.055,0.015,0.015,0.566,0.5,8.1,140,7,37.73,0.33,0.5
2013-02-12,0.67,0.74,11.96,1413.71,8.47,1116,4.7,7.1,237,0.15,2.52,0.529,0.015,0.005,0.032,0.015,0.06,0.655,0.5,13.6,280,9,10.92,0.33,2.3
2013-03-19,0.97,0.23,11.39,1414.03,8.48,1112,7.2,14.5,233,0.12,5.12,0.587,0.015,0.005,0.013,0.015,0.07,0.692,12,19.8,640,18,9.89,0.33,2.1
2013-04-09,0.99,-0.13,9.93,1414.8,8.39,1123,10.9,22.1,233,0.11,6.11,0.673,0.015,0.005,0.013,0.015,0.07,0.709,5,13.5,1020,20,10.13,0.33,0.5
2013-05-07,0.82,-0.58,9.39,1414.68,8.42,1120,11.6,13.1,234,0.15,5.68,0.615,0.07,0.026,0.033,0.015,0.05,4.08,4,2.2,670,11,81.6,0.37,1.7
2013-06-06,0.43,-0.91,7.17,1416.87,8.31,1054,21.3,25.5,217,0.13,10.52,0.688,0.12,0.094,0.084,0.08,0.1,0.851,15,4.5,1240,38,8.51,0.78,0.5
2013-07-08,-0.11,-0.99,7.57,1416.58,8.54,1075,24.2,32.9,219,0.12,14.23,0.752,0.04,0.023,0.106,0.05,0.09,0.812,3,26.6,1160,34,9.02,0.58,12.5
2013-08-06,-0.57,-0.82,7.83,1420.36,8.59,1033,26,22.4,211,0.13,12.54,0.643,0.015,0.037,0.111,0.1,0.12,0.741,10,21,760,18,6.18,2.5,17.5
2013-08-19,-0.74,-0.67,5.69,1425.93,8.19,765,24.1,17.4,173,0.08,17.15,0.603,0.04,0.073,0.166,0.17,0.19,0.651,1,3.4,840,13,3.43,1.82,3.9
2013-09-09,-0.93,-0.37,6.94,1421.75,8.53,742,26.3,13.1,183,0.08,8.69,0.681,0.015,0.005,0.157,0.14,0.17,0.708,7,19.6,540,12,4.16,0.33,12.6
2013-09-25,-1,-0.1,7.58,1421.48,8.51,761,21.4,26.6,191,0.08,7.99,0.656,0.07,0.14,0.114,0.07,0.1,0.853,4,14.1,1060,25,8.53,2,50
2013-10-21,-0.94,0.34,9.21,1421.1,8.38,777,14.5,23.8,196,0.11,8.13,0.664,0.07,0.136,0.091,0.08,0.17,0.821,29,13,1060,23,4.83,1.95,54.1
2013-11-06,-0.81,0.58,9.96,1421.48,8.24,768,11.5,27.3,198,0.08,9.37,0.653,0.05,0.141,0.081,0.08,0.11,0.812,31,11.5,1280,30,7.38,2.83,27.9
2013-11-18,-0.67,0.74,10.68,1421.48,8.26,791,9.3,20.5,205,0.09,8.53,0.606,0.06,0.191,0.075,0.04,0.07,0.805,7,6.4,1140,33,11.5,3.19,16.5
2013-12-12,-0.32,0.95,13.29,1421.45,8.09,831,0.3,15.8,205,0.09,6.4,0.545,0.09,0.233,0.074,0.04,0.06,0.878,4,3.3,760,18,14.63,2.59,5.8
2014-02-19,0.76,0.65,13.78,1422,8.01,860,1.6,9,218,0.1,5.19,0.557,0.07,0.371,0.07,0.07,0.08,0.917,0.5,5.7,380,30,11.46,5.3,2.5
2014-03-19,0.97,0.23,12.62,1422.08,8.58,842,5.5,16.8,209,0.08,5.18,0.95,0.015,0.005,0.005,0.09,0.09,1.31,0.5,70.4,640,35,14.56,0.33,1.9
2014-04-16,0.97,-0.25,8.56,1421.86,8.29,854,11.6,9.2,205,0.1,3.16,0.801,0.06,0.005,0.014,0.015,0.05,0.811,0.5,6.1,430,17,16.22,0.08,2.1
2014-05-20,0.67,-0.74,8.87,1421.71,8.41,875,17.9,18.1,207,0.11,7.18,0.678,0.09,0.048,0.038,0.05,0.07,0.774,3,11.9,840,23,11.06,0.53,0.5
2014-07-10,-0.15,-0.99,4.97,1422.52,8.14,865,25,14.9,196,0.11,5.89,0.623,0.11,0.111,0.072,0.1,0.11,0.785,4,8.4,650,24,7.14,1,4.3
2014-07-22,-0.35,-0.94,6.78,1422.3,8.28,871,25.2,15.4,204,0.12,6.24,0.642,0.05,0.132,0.062,0.08,0.12,0.764,2,16.1,680,26,6.37,2.63,16.6
2014-08-05,-0.56,-0.83,6.26,1421.87,8.35,880,25.9,10.2,198,0.11,5.44,0.66,0.015,0.095,0.063,0.08,0.1,0.769,8,17.4,450,14,7.69,6.32,4.3
2014-09-16,-0.97,-0.25,7.96,1420.94,8.19,896,20.7,14.4,202,0.1,4.61,0.706,0.04,0.033,0.04,0.06,0.08,0.701,2,20.7,600,41,8.76,0.81,11.8
2014-10-28,-0.89,0.45,8.68,1420.36,8.21,904,16.8,13.6,204,0.12,10.22,0.553,0.03,0.018,0.024,0.04,0.07,0.757,40,15.5,670,32,10.81,0.61,5
2014-11-20,-0.65,0.76,12.65,1419.98,8.68,929,4.1,5.5,205,0.12,7.57,0.667,0.04,0.005,0.012,0.015,0.06,0.695,3,13.4,280,9,11.58,0.13,13.1
2014-12-16,-0.26,0.97,11.94,1420.17,8.48,935,5.1,18.1,210,0.12,7.49,0.66,0.03,0.025,0.009,0.015,0.06,0.593,160,11.2,990,26,9.88,0.83,11.1
2015-01-13,0.22,0.98,14.64,1420.04,8.68,981,0.5,4.4,216,0.12,162,0.469,0.015,0.005,0.004,0.015,0.04,0.65,1,13.6,210,3,16.25,0.33,7.6
2015-02-10,0.65,0.76,13.65,1420.18,8.62,960,3.1,2.4,211,0.1,0.71,0.697,0.05,0.005,0.004,0.015,0.05,0.758,0.5,20.3,50,4,15.16,0.1,5
2015-03-10,0.93,0.37,13.57,1420.2,8.61,977,2.5,1.5,217,0.12,0.71,0.633,0.04,0.005,0.004,0.015,0.04,0.652,0.5,14,50,3,16.3,0.13,2.7
2015-04-15,0.97,-0.23,8.3,1420.17,8.33,984,14.8,21.8,218,0.12,10.14,0.738,0.12,0.034,0.029,0.04,0.08,0.739,1,5.4,1190,40,9.24,0.29,0.5
2015-06-09,0.38,-0.93,10.12,1422.67,8.78,953,25,4.3,205,0.12,2.02,0.608,0.015,0.005,0.017,0.03,0.05,0.629,1,9.3,240,6,12.58,0.33,8.4
