LAT,LON,YEAR,MO,DY,T2M
37.72531,-97.79759,2012,12,4,8.81
37.72531,-97.79759,2012,12,5,6.97
37.72531,-97.79759,2012,12,6,7.73
37.72531,-97.79759,2012,12,7,5.34
37.72531,-97.79759,2012,12,8,3.16
37.72531,-97.79759,2012,12,9,1.09
37.72531,-97.79759,2012,12,10,-4.04
37.72531,-97.79759,2012,12,11,0.48
37.72531,-97.79759,2012,12,12,2.02
37.72531,-97.79759,2012,12,13,4.35
37.72531,-97.79759,2012,12,14,5.96
37.72531,-97.79759,2012,12,15,8.84
37.72531,-97.79759,2012,12,16,3.32
37.72531,-97.79759,2012,12,17,4.43
37.72531,-97.79759,2012,12,18,5.67
37.72531,-97.79759,2012,12,19,4.63
37.72531,-97.79759,2012,12,20,-0.61
37.72531,-97.79759,2012,12,21,0.64
37.72531,-97.79759,2012,12,22,2.32
37.72531,-97.79759,2012,12,23,-1.65
37.72531,-97.79759,2012,12,24,-3.77
37.72531,-97.79759,2012,12,25,-6.49
37.72531,-97.79759,2012,12,26,-8.17
37.72531,-97.79759,2012,12,27,-2.98
37.72531,-97.79759,2012,12,28,-5.02
37.72531,-97.79759,2012,12,29,-2.84
37.72531,-97.79759,2012,12,30,0.25
37.72531,-97.79759,2012,12,31,-0.67
37.72531,-97.79759,2013,1,1,-4.45
37.72531,-97.79759,2013,1,2,-3.48
37.72531,-97.79759,2013,1,3,-3.2
37.72531,-97.79759,2013,1,4,-1.72
37.72531,-97.79759,2013,1,5,0.64
37.72531,-97.79759,2013,1,6,0.38
37.72531,-97.79759,2013,1,7,1.33
37.72531,-97.79759,2013,1,8,2.58
37.72531,-97.79759,2013,1,9,3.04
37.72531,-97.79759,2013,1,10,4.04
37.72531,-97.79759,2013,1,11,8.39
37.72531,-97.79759,2013,1,12,-3.16
37.72531,-97.79759,2013,1,13,-5.78
37.72531,-97.79759,2013,1,14,-4.35
37.72531,-97.79759,2013,1,15,-3.14
37.72531,-97.79759,2013,1,16,-0.12
37.72531,-97.79759,2013,1,17,2.73
37.72531,-97.79759,2013,1,18,4.54
37.72531,-97.79759,2013,1,19,4.71
37.72531,-97.79759,2013,1,20,0.32
37.72531,-97.79759,2013,1,21,-2.66
37.72531,-97.79759,2013,1,22,-1.08
37.72531,-97.79759,2013,1,23,1.76
37.72531,-97.79759,2013,1,24,-1.94
37.72531,-97.79759,2013,1,25,2.62
37.72531,-97.79759,2013,1,26,5.2
37.72531,-97.79759,2013,1,27,10.73
37.72531,-97.79759,2013,1,28,13.57
37.72531,-97.79759,2013,1,29,5.05
37.72531,-97.79759,2013,1,30,-1.22
37.72531,-97.79759,2013,1,31,-3.17
37.72531,-97.79759,2013,2,1,-2.82
37.72531,-97.79759,2013,2,2,3.73
37.72531,-97.79759,2013,2,3,5.6
37.72531,-97.79759,2013,2,4,4.98
37.72531,-97.79759,2013,2,5,5.57
37.72531,-97.79759,2013,2,6,7.69
37.72531,-97.79759,2013,2,7,7.02
37.72531,-97.79759,2013,2,8,2.52
37.72531,-97.79759,2013,2,9,5.11
37.72531,-97.79759,2013,2,10,5.37
37.72531,-97.79759,2013,2,11,1.46
37.72531,-97.79759,2013,2,12,0.6
37.72531,-97.79759,2013,2,13,4.03
37.72531,-97.79759,2013,2,14,2.88
37.72531,-97.79759,2013,2,15,-0.78
37.72531,-97.79759,2013,2,16,2.2
37.72531,-97.79759,2013,2,17,9.29
37.72531,-97.79759,2013,2,18,5.06
37.72531,-97.79759,2013,2,19,0.77
37.72531,-97.79759,2013,2,20,-1.67
37.72531,-97.79759,2013,2,21,-3.46
37.72531,-97.79759,2013,2,22,-6.02
37.72531,-97.79759,2013,2,23,-3.77
37.72531,-97.79759,2013,2,24,1.73
37.72531,-97.79759,2013,2,25,0.74
37.72531,-97.79759,2013,2,26,0.14
37.72531,-97.79759,2013,2,27,0.3
37.72531,-97.79759,2013,2,28,0.2
37.72531,-97.79759,2013,3,1,-0.92
37.72531,-97.79759,2013,3,2,0.57
37.72531,-97.79759,2013,3,3,5.95
37.72531,-97.79759,2013,3,4,6.52
37.72531,-97.79759,2013,3,5,0.74
37.72531,-97.79759,2013,3,6,1.04
37.72531,-97.79759,2013,3,7,7.55
37.72531,-97.79759,2013,3,8,10.05
37.72531,-97.79759,2013,3,9,12.95
37.72531,-97.79759,2013,3,10,0.57
37.72531,-97.79759,2013,3,11,2.63
37.72531,-97.79759,2013,3,12,4.63
37.72531,-97.79759,2013,3,13,5.59
37.72531,-97.79759,2013,3,14,12.95
37.72531,-97.79759,2013,3,15,16.63
37.72531,-97.79759,2013,3,16,8.05
37.72531,-97.79759,2013,3,17,3.33
37.72531,-97.79759,2013,3,18,6.89
37.72531,-97.79759,2013,3,19,4.89
37.72531,-97.79759,2013,3,20,3.42
37.72531,-97.79759,2013,3,21,2.92
37.72531,-97.79759,2013,3,22,3.66
37.72531,-97.79759,2013,3,23,1.47
37.72531,-97.79759,2013,3,24,-0.23
37.72531,-97.79759,2013,3,25,-1.94
37.72531,-97.79759,2013,3,26,1.81
37.72531,-97.79759,2013,3,27,7.24
37.72531,-97.79759,2013,3,28,10.75
37.72531,-97.79759,2013,3,29,15.24
37.72531,-97.79759,2013,3,30,16.75
37.72531,-97.79759,2013,3,31,12.94
37.72531,-97.79759,2013,4,1,5.72
37.72531,-97.79759,2013,4,2,4.39
37.72531,-97.79759,2013,4,3,4.27
37.72531,-97.79759,2013,4,4,7.7
37.72531,-97.79759,2013,4,5,12.06
37.72531,-97.79759,2013,4,6,16.81
37.72531,-97.79759,2013,4,7,16.17
37.72531,-97.79759,2013,4,8,19.34
37.72531,-97.79759,2013,4,9,14.04
37.72531,-97.79759,2013,4,10,-0.38
37.72531,-97.79759,2013,4,11,3.22
37.72531,-97.79759,2013,4,12,6.86
37.72531,-97.79759,2013,4,13,13.52
37.72531,-97.79759,2013,4,14,16.21
37.72531,-97.79759,2013,4,15,10.93
37.72531,-97.79759,2013,4,16,7.83
37.72531,-97.79759,2013,4,17,8.64
37.72531,-97.79759,2013,4,18,2.48
37.72531,-97.79759,2013,4,19,7.17
37.72531,-97.79759,2013,4,20,9.45
37.72531,-97.79759,2013,4,21,14.66
37.72531,-97.79759,2013,4,22,13.7
37.72531,-97.79759,2013,4,23,1.51
37.72531,-97.79759,2013,4,24,6.08
37.72531,-97.79759,2013,4,25,11.43
37.72531,-97.79759,2013,4,26,12.09
37.72531,-97.79759,2013,4,27,13.48
37.72531,-97.79759,2013,4,28,18.13
37.72531,-97.79759,2013,4,29,22.27
37.72531,-97.79759,2013,4,30,23.04
37.72531,-97.79759,2013,5,1,13.08
37.72531,-97.79759,2013,5,2,5.38
37.72531,-97.79759,2013,5,3,8.13
37.72531,-97.79759,2013,5,4,6.74
37.72531,-97.79759,2013,5,5,11.37
37.72531,-97.79759,2013,5,6,14.65
37.72531,-97.79759,2013,5,7,16.84
37.72531,-97.79759,2013,5,8,18.99
37.72531,-97.79759,2013,5,9,17.92
37.72531,-97.79759,2013,5,10,16.54
37.72531,-97.79759,2013,5,11,14.71
37.72531,-97.79759,2013,5,12,14.75
37.72531,-97.79759,2013,5,13,20.49
37.72531,-97.79759,2013,5,14,24.54
37.72531,-97.79759,2013,5,15,22.24
37.72531,-97.79759,2013,5,16,21.44
37.72531,-97.79759,2013,5,17,22.64
37.72531,-97.79759,2013,5,18,24.32
37.72531,-97.79759,2013,5,19,23.95
37.72531,-97.79759,2013,5,20,21.05
37.72531,-97.79759,2013,5,21,18.56
37.72531,-97.79759,2013,5,22,18.8
37.72531,-97.79759,2013,5,23,17.93
37.72531,-97.79759,2013,5,24,20.85
37.72531,-97.79759,2013,5,25,24.21
37.72531,-97.79759,2013,5,26,24.41
37.72531,-97.79759,2013,5,27,26.73
37.72531,-97.79759,2013,5,28,26.44
37.72531,-97.79759,2013,5,29,22.74
37.72531,-97.79759,2013,5,30,22.5
37.72531,-97.79759,2013,5,31,22.85
37.72531,-97.79759,2013,6,1,18.59
37.72531,-97.79759,2013,6,2,16.84
37.72531,-97.79759,2013,6,3,20.14
37.72531,-97.79759,2013,6,4,22.73
37.72531,-97.79759,2013,6,5,19.61
37.72531,-97.79759,2013,6,6,19.18
37.72531,-97.79759,2013,6,7,21.33
37.72531,-97.79759,2013,6,8,21.82
37.72531,-97.79759,2013,6,9,23.38
37.72531,-97.79759,2013,6,10,27.01
37.72531,-97.79759,2013,6,11,29.3
37.72531,-97.79759,2013,6,12,30.41
37.72531,-97.79759,2013,6,13,26.49
37.72531,-97.79759,2013,6,14,30.02
37.72531,-97.79759,2013,6,15,27.23
37.72531,-97.79759,2013,6,16,26.36
37.72531,-97.79759,2013,6,17,24.51
37.72531,-97.79759,2013,6,18,24.79
37.72531,-97.79759,2013,6,19,23.93
37.72531,-97.79759,2013,6,20,27.94
37.72531,-97.79759,2013,6,21,28.25
37.72531,-97.79759,2013,6,22,28.56
37.72531,-97.79759,2013,6,23,29.04
37.72531,-97.79759,2013,6,24,28.26
37.72531,-97.79759,2013,6,25,30.2
37.72531,-97.79759,2013,6,26,31.96
37.72531,-97.79759,2013,6,27,31.63
37.72531,-97.79759,2013,6,28,29
37.72531,-97.79759,2013,6,29,26.4
37.72531,-97.79759,2013,6,30,23.13
37.72531,-97.79759,2013,7,1,22.55
37.72531,-97.79759,2013,7,2,23.35
37.72531,-97.79759,2013,7,3,23.72
37.72531,-97.79759,2013,7,4,26.31
37.72531,-97.79759,2013,7,5,27.68
37.72531,-97.79759,2013,7,6,28.6
37.72531,-97.79759,2013,7,7,31
37.72531,-97.79759,2013,7,8,31.74
37.72531,-97.79759,2013,7,9,33.48
37.72531,-97.79759,2013,7,10,31.01
37.72531,-97.79759,2013,7,11,30.59
37.72531,-97.79759,2013,7,12,31.52
37.72531,-97.79759,2013,7,13,31.32
37.72531,-97.79759,2013,7,14,23.99
37.72531,-97.79759,2013,7,15,23.15
37.72531,-97.79759,2013,7,16,24.78
37.72531,-97.79759,2013,7,17,26.22
37.72531,-97.79759,2013,7,18,27.51
37.72531,-97.79759,2013,7,19,29.06
37.72531,-97.79759,2013,7,20,28.68
37.72531,-97.79759,2013,7,21,27.42
37.72531,-97.79759,2013,7,22,30.33
37.72531,-97.79759,2013,7,23,29.09
37.72531,-97.79759,2013,7,24,26.56
37.72531,-97.79759,2013,7,25,25.27
37.72531,-97.79759,2013,7,26,24.5
37.72531,-97.79759,2013,7,27,21.83
37.72531,-97.79759,2013,7,28,19.18
37.72531,-97.79759,2013,7,29,24.15
37.72531,-97.79759,2013,7,30,24.21
37.72531,-97.79759,2013,7,31,24.49
37.72531,-97.79759,2013,8,1,25.65
37.72531,-97.79759,2013,8,2,27.23
37.72531,-97.79759,2013,8,3,26.16
37.72531,-97.79759,2013,8,4,23.99
37.72531,-97.79759,2013,8,5,25.67
37.72531,-97.79759,2013,8,6,26.65
37.72531,-97.79759,2013,8,7,25.25
37.72531,-97.79759,2013,8,8,23.03
37.72531,-97.79759,2013,8,9,20.83
37.72531,-97.79759,2013,8,10,22.77
37.72531,-97.79759,2013,8,11,23.65
37.72531,-97.79759,2013,8,12,25
37.72531,-97.79759,2013,8,13,22.81
37.72531,-97.79759,2013,8,14,21.41
37.72531,-97.79759,2013,8,15,20.95
37.72531,-97.79759,2013,8,16,21.38
37.72531,-97.79759,2013,8,17,20.52
37.72531,-97.79759,2013,8,18,21.53
37.72531,-97.79759,2013,8,19,24.01
37.72531,-97.79759,2013,8,20,24.74
37.72531,-97.79759,2013,8,21,25.19
37.72531,-97.79759,2013,8,22,25.48
37.72531,-97.79759,2013,8,23,26.52
37.72531,-97.79759,2013,8,24,26.87
37.72531,-97.79759,2013,8,25,27.24
37.72531,-97.79759,2013,8,26,27.06
37.72531,-97.79759,2013,8,27,26.56
37.72531,-97.79759,2013,8,28,26.45
37.72531,-97.79759,2013,8,29,28.39
37.72531,-97.79759,2013,8,30,29
37.72531,-97.79759,2013,8,31,29.15
37.72531,-97.79759,2013,9,1,25.02
37.72531,-97.79759,2013,9,2,22.53
37.72531,-97.79759,2013,9,3,22.78
37.72531,-97.79759,2013,9,4,23.67
37.72531,-97.79759,2013,9,5,25.49
37.72531,-97.79759,2013,9,6,27.28
37.72531,-97.79759,2013,9,7,29.03
37.72531,-97.79759,2013,9,8,28.99
37.72531,-97.79759,2013,9,9,27.52
37.72531,-97.79759,2013,9,10,26.91
37.72531,-97.79759,2013,9,11,26.94
37.72531,-97.79759,2013,9,12,23.36
37.72531,-97.79759,2013,9,13,20.92
37.72531,-97.79759,2013,9,14,21.7
37.72531,-97.79759,2013,9,15,24.22
37.72531,-97.79759,2013,9,16,19.5
37.72531,-97.79759,2013,9,17,23.02
37.72531,-97.79759,2013,9,18,26.46
37.72531,-97.79759,2013,9,19,24.3
37.72531,-97.79759,2013,9,20,17.72
37.72531,-97.79759,2013,9,21,19.43
37.72531,-97.79759,2013,9,22,18.53
37.72531,-97.79759,2013,9,23,19.29
37.72531,-97.79759,2013,9,24,19.12
37.72531,-97.79759,2013,9,25,20.08
37.72531,-97.79759,2013,9,26,24.13
37.72531,-97.79759,2013,9,27,24.62
37.72531,-97.79759,2013,9,28,16.37
37.72531,-97.79759,2013,9,29,16.43
37.72531,-97.79759,2013,9,30,17.66
37.72531,-97.79759,2013,10,1,20.56
37.72531,-97.79759,2013,10,2,22.5
37.72531,-97.79759,2013,10,3,24.85
37.72531,-97.79759,2013,10,4,22.91
37.72531,-97.79759,2013,10,5,11.6
37.72531,-97.79759,2013,10,6,12.19
37.72531,-97.79759,2013,10,7,14.68
37.72531,-97.79759,2013,10,8,16.18
37.72531,-97.79759,2013,10,9,17.78
37.72531,-97.79759,2013,10,10,19.46
37.72531,-97.79759,2013,10,11,19.48
37.72531,-97.79759,2013,10,12,14.45
37.72531,-97.79759,2013,10,13,15.35
37.72531,-97.79759,2013,10,14,16.42
37.72531,-97.79759,2013,10,15,10.8
37.72531,-97.79759,2013,10,16,8.5
37.72531,-97.79759,2013,10,17,10.55
37.72531,-97.79759,2013,10,18,4.36
37.72531,-97.79759,2013,10,19,8.84
37.72531,-97.79759,2013,10,20,11.89
37.72531,-97.79759,2013,10,21,10.39
37.72531,-97.79759,2013,10,22,12.09
37.72531,-97.79759,2013,10,23,10.55
37.72531,-97.79759,2013,10,24,6.77
37.72531,-97.79759,2013,10,25,8.15
37.72531,-97.79759,2013,10,26,10.55
37.72531,-97.79759,2013,10,27,9.44
37.72531,-97.79759,2013,10,28,12.93
37.72531,-97.79759,2013,10,29,15.91
37.72531,-97.79759,2013,10,30,16.44
37.72531,-97.79759,2013,10,31,10.16
37.72531,-97.79759,2013,11,1,9.73
37.72531,-97.79759,2013,11,2,8
37.72531,-97.79759,2013,11,3,9.35
37.72531,-97.79759,2013,11,4,11.42
37.72531,-97.79759,2013,11,5,12.24
37.72531,-97.79759,2013,11,6,4.72
37.72531,-97.79759,2013,11,7,7.08
37.72531,-97.79759,2013,11,8,10.45
37.72531,-97.79759,2013,11,9,9.47
37.72531,-97.79759,2013,11,10,9.52
37.72531,-97.79759,2013,11,11,7.87
37.72531,-97.79759,2013,11,12,-2.48
37.72531,-97.79759,2013,11,13,1.52
37.72531,-97.79759,2013,11,14,5.16
37.72531,-97.79759,2013,11,15,8.13
37.72531,-97.79759,2013,11,16,15.24
37.72531,-97.79759,2013,11,17,10.47
37.72531,-97.79759,2013,11,18,6.94
37.72531,-97.79759,2013,11,19,9.11
37.72531,-97.79759,2013,11,20,11.64
37.72531,-97.79759,2013,11,21,2.52
37.72531,-97.79759,2013,11,22,-3.56
37.72531,-97.79759,2013,11,23,-2.09
37.72531,-97.79759,2013,11,24,-4.07
37.72531,-97.79759,2013,11,25,-1.24
37.72531,-97.79759,2013,11,26,-1.28
37.72531,-97.79759,2013,11,27,-2.38
37.72531,-97.79759,2013,11,28,0.01
37.72531,-97.79759,2013,11,29,2.36
37.72531,-97.79759,2013,11,30,5.16
37.72531,-97.79759,2013,12,1,5.83
37.72531,-97.79759,2013,12,2,6.31
37.72531,-97.79759,2013,12,3,7.12
37.72531,-97.79759,2013,12,4,-0.89
37.72531,-97.79759,2013,12,5,-6.52
37.72531,-97.79759,2013,12,6,-9.16
37.72531,-97.79759,2013,12,7,-9.87
37.72531,-97.79759,2013,12,8,-6.2
37.72531,-97.79759,2013,12,9,-8.52
37.72531,-97.79759,2013,12,10,-3.87
37.72531,-97.79759,2013,12,11,-4.97
37.72531,-97.79759,2013,12,12,-2.26
37.72531,-97.79759,2013,12,13,2.19
37.72531,-97.79759,2013,12,14,-1.34
37.72531,-97.79759,2013,12,15,2.29
37.72531,-97.79759,2013,12,16,3.29
37.72531,-97.79759,2013,12,17,3.01
37.72531,-97.79759,2013,12,18,6.43
37.72531,-97.79759,2013,12,19,6.89
37.72531,-97.79759,2013,12,20,-4.29
37.72531,-97.79759,2013,12,21,-3.94
37.72531,-97.79759,2013,12,22,-6.48
37.72531,-97.79759,2013,12,23,-8.57
37.72531,-97.79759,2013,12,24,-6.12
37.72531,-97.79759,2013,12,25,-0.87
37.72531,-97.79759,2013,12,26,0.34
37.72531,-97.79759,2013,12,27,1.49
37.72531,-97.79759,2013,12,28,1.41
37.72531,-97.79759,2013,12,29,-6.76
37.72531,-97.79759,2013,12,30,-4.33
37.72531,-97.79759,2013,12,31,1.04
37.72531,-97.79759,2014,1,1,-4.33
37.72531,-97.79759,2014,1,2,-5.93
37.72531,-97.79759,2014,1,3,-0.52
37.72531,-97.79759,2014,1,4,-1.83
37.72531,-97.79759,2014,1,5,-10.2
37.72531,-97.79759,2014,1,6,-12.86
37.72531,-97.79759,2014,1,7,-3.04
37.72531,-97.79759,2014,1,8,-0.66
37.72531,-97.79759,2014,1,9,-0.75
37.72531,-97.79759,2014,1,10,2.42
37.72531,-97.79759,2014,1,11,2.79
37.72531,-97.79759,2014,1,12,4.98
37.72531,-97.79759,2014,1,13,3.66
37.72531,-97.79759,2014,1,14,3.4
37.72531,-97.79759,2014,1,15,1.89
37.72531,-97.79759,2014,1,16,3.72
37.72531,-97.79759,2014,1,17,-0.37
37.72531,-97.79759,2014,1,18,3.4
37.72531,-97.79759,2014,1,19,4.84
37.72531,-97.79759,2014,1,20,3.61
37.72531,-97.79759,2014,1,21,-5.01
37.72531,-97.79759,2014,1,22,-0.4
37.72531,-97.79759,2014,1,23,-10.36
37.72531,-97.79759,2014,1,24,-2.24
37.72531,-97.79759,2014,1,25,4.77
37.72531,-97.79759,2014,1,26,4.53
37.72531,-97.79759,2014,1,27,-7.56
37.72531,-97.79759,2014,1,28,-6.28
37.72531,-97.79759,2014,1,29,-1.79
37.72531,-97.79759,2014,1,30,1.44
37.72531,-97.79759,2014,1,31,-2.25
37.72531,-97.79759,2014,2,1,-3.14
37.72531,-97.79759,2014,2,2,-6.19
37.72531,-97.79759,2014,2,3,-3.87
37.72531,-97.79759,2014,2,4,-3.91
37.72531,-97.79759,2014,2,5,-12.43
37.72531,-97.79759,2014,2,6,-12.37
37.72531,-97.79759,2014,2,7,-9.65
37.72531,-97.79759,2014,2,8,-4.72
37.72531,-97.79759,2014,2,9,-5.42
37.72531,-97.79759,2014,2,10,-8.87
37.72531,-97.79759,2014,2,11,-7.92
37.72531,-97.79759,2014,2,12,-2.38
37.72531,-97.79759,2014,2,13,2.44
37.72531,-97.79759,2014,2,14,3.47
37.72531,-97.79759,2014,2,15,3.6
37.72531,-97.79759,2014,2,16,5.46
37.72531,-97.79759,2014,2,17,7.69
37.72531,-97.79759,2014,2,18,8.53
37.72531,-97.79759,2014,2,19,6.01
37.72531,-97.79759,2014,2,20,5
37.72531,-97.79759,2014,2,21,4.21
37.72531,-97.79759,2014,2,22,5.45
37.72531,-97.79759,2014,2,23,-0.39
37.72531,-97.79759,2014,2,24,0.42
37.72531,-97.79759,2014,2,25,-3.21
37.72531,-97.79759,2014,2,26,-3.74
37.72531,-97.79759,2014,2,27,0.4
37.72531,-97.79759,2014,2,28,3.52
37.72531,-97.79759,2014,3,1,-3.68
37.72531,-97.79759,2014,3,2,-12.53
37.72531,-97.79759,2014,3,3,-10.42
37.72531,-97.79759,2014,3,4,-2.78
37.72531,-97.79759,2014,3,5,-0.64
37.72531,-97.79759,2014,3,6,1.35
37.72531,-97.79759,2014,3,7,4.55
37.72531,-97.79759,2014,3,8,-0.38
37.72531,-97.79759,2014,3,9,5.86
37.72531,-97.79759,2014,3,10,9.93
37.72531,-97.79759,2014,3,11,8.69
37.72531,-97.79759,2014,3,12,4.92
37.72531,-97.79759,2014,3,13,9.17
37.72531,-97.79759,2014,3,14,10.7
37.72531,-97.79759,2014,3,15,10.3
37.72531,-97.79759,2014,3,16,2.37
37.72531,-97.79759,2014,3,17,6.22
37.72531,-97.79759,2014,3,18,8.27
37.72531,-97.79759,2014,3,19,6.33
37.72531,-97.79759,2014,3,20,10.74
37.72531,-97.79759,2014,3,21,9.99
37.72531,-97.79759,2014,3,22,3.75
37.72531,-97.79759,2014,3,23,1.06
37.72531,-97.79759,2014,3,24,3.08
37.72531,-97.79759,2014,3,25,2.95
37.72531,-97.79759,2014,3,26,4.95
37.72531,-97.79759,2014,3,27,12.13
37.72531,-97.79759,2014,3,28,4.27
37.72531,-97.79759,2014,3,29,8.32
37.72531,-97.79759,2014,3,30,15.29
37.72531,-97.79759,2014,3,31,15.74
37.72531,-97.79759,2014,4,1,6.73
37.72531,-97.79759,2014,4,2,13.19
37.72531,-97.79759,2014,4,3,9.58
37.72531,-97.79759,2014,4,4,6.2
37.72531,-97.79759,2014,4,5,9.73
37.72531,-97.79759,2014,4,6,9.96
37.72531,-97.79759,2014,4,7,10.51
37.72531,-97.79759,2014,4,8,10.33
37.72531,-97.79759,2014,4,9,15.75
37.72531,-97.79759,2014,4,10,14.89
37.72531,-97.79759,2014,4,11,17.3
37.72531,-97.79759,2014,4,12,21.76
37.72531,-97.79759,2014,4,13,13.22
37.72531,-97.79759,2014,4,14,3.4
37.72531,-97.79759,2014,4,15,8.57
37.72531,-97.79759,2014,4,16,13.52
37.72531,-97.79759,2014,4,17,5.64
37.72531,-97.79759,2014,4,18,12.62
37.72531,-97.79759,2014,4,19,18.11
37.72531,-97.79759,2014,4,20,17.7
37.72531,-97.79759,2014,4,21,18.53
37.72531,-97.79759,2014,4,22,16.91
37.72531,-97.79759,2014,4,23,20.48
37.72531,-97.79759,2014,4,24,15.88
37.72531,-97.79759,2014,4,25,18.27
37.72531,-97.79759,2014,4,26,21.38
37.72531,-97.79759,2014,4,27,20.57
37.72531,-97.79759,2014,4,28,13.74
37.72531,-97.79759,2014,4,29,8.46
37.72531,-97.79759,2014,4,30,9.6
37.72531,-97.79759,2014,5,1,11.12
37.72531,-97.79759,2014,5,2,14.76
37.72531,-97.79759,2014,5,3,21.01
37.72531,-97.79759,2014,5,4,25.25
37.72531,-97.79759,2014,5,5,24.08
37.72531,-97.79759,2014,5,6,26.89
37.72531,-97.79759,2014,5,7,27
37.72531,-97.79759,2014,5,8,23.16
37.72531,-97.79759,2014,5,9,18.39
37.72531,-97.79759,2014,5,10,23.84
37.72531,-97.79759,2014,5,11,24.84
37.72531,-97.79759,2014,5,12,14.4
37.72531,-97.79759,2014,5,13,12.5
37.72531,-97.79759,2014,5,14,14.18
37.72531,-97.79759,2014,5,15,13.22
37.72531,-97.79759,2014,5,16,12.92
37.72531,-97.79759,2014,5,17,13.82
37.72531,-97.79759,2014,5,18,18.09
37.72531,-97.79759,2014,5,19,25.23
37.72531,-97.79759,2014,5,20,27.58
37.72531,-97.79759,2014,5,21,26.74
37.72531,-97.79759,2014,5,22,25.08
37.72531,-97.79759,2014,5,23,22.14
37.72531,-97.79759,2014,5,24,22.64
37.72531,-97.79759,2014,5,25,21.54
37.72531,-97.79759,2014,5,26,20.62
37.72531,-97.79759,2014,5,27,21.64
37.72531,-97.79759,2014,5,28,24.35
37.72531,-97.79759,2014,5,29,25.65
37.72531,-97.79759,2014,5,30,24.64
37.72531,-97.79759,2014,5,31,25.07
37.72531,-97.79759,2014,6,1,25.61
37.72531,-97.79759,2014,6,2,25.49
37.72531,-97.79759,2014,6,3,27.53
37.72531,-97.79759,2014,6,4,27.55
37.72531,-97.79759,2014,6,5,25.98
37.72531,-97.79759,2014,6,6,22.4
37.72531,-97.79759,2014,6,7,22.42
37.72531,-97.79759,2014,6,8,19.99
37.72531,-97.79759,2014,6,9,18.63
37.72531,-97.79759,2014,6,10,20.4
37.72531,-97.79759,2014,6,11,23.3
37.72531,-97.79759,2014,6,12,20.17
37.72531,-97.79759,2014,6,13,20.53
37.72531,-97.79759,2014,6,14,24.56
37.72531,-97.79759,2014,6,15,24.13
37.72531,-97.79759,2014,6,16,27.19
37.72531,-97.79759,2014,6,17,28.44
37.72531,-97.79759,2014,6,18,27.8
37.72531,-97.79759,2014,6,19,26.1
37.72531,-97.79759,2014,6,20,26.6
37.72531,-97.79759,2014,6,21,27.75
37.72531,-97.79759,2014,6,22,25.8
37.72531,-97.79759,2014,6,23,24.47
37.72531,-97.79759,2014,6,24,23.66
37.72531,-97.79759,2014,6,25,24.07
37.72531,-97.79759,2014,6,26,24.1
37.72531,-97.79759,2014,6,27,24.9
37.72531,-97.79759,2014,6,28,24.99
37.72531,-97.79759,2014,6,29,26.78
37.72531,-97.79759,2014,6,30,27.78
37.72531,-97.79759,2014,7,1,23.9
37.72531,-97.79759,2014,7,2,21.02
37.72531,-97.79759,2014,7,3,21.23
37.72531,-97.79759,2014,7,4,24.16
37.72531,-97.79759,2014,7,5,27.85
37.72531,-97.79759,2014,7,6,29.72
37.72531,-97.79759,2014,7,7,29.87
37.72531,-97.79759,2014,7,8,25.79
37.72531,-97.79759,2014,7,9,26.23
37.72531,-97.79759,2014,7,10,24.53
37.72531,-97.79759,2014,7,11,27.81
37.72531,-97.79759,2014,7,12,28.22
37.72531,-97.79759,2014,7,13,26.87
37.72531,-97.79759,2014,7,14,25.46
37.72531,-97.79759,2014,7,15,20.98
37.72531,-97.79759,2014,7,16,18.67
37.72531,-97.79759,2014,7,17,17.95
37.72531,-97.79759,2014,7,18,20.25
37.72531,-97.79759,2014,7,19,22.42
37.72531,-97.79759,2014,7,20,26.23
37.72531,-97.79759,2014,7,21,28.68
37.72531,-97.79759,2014,7,22,29.75
37.72531,-97.79759,2014,7,23,28.82
37.72531,-97.79759,2014,7,24,27.69
37.72531,-97.79759,2014,7,25,31.34
37.72531,-97.79759,2014,7,26,31.52
37.72531,-97.79759,2014,7,27,28.32
37.72531,-97.79759,2014,7,28,25.82
37.72531,-97.79759,2014,7,29,26.45
37.72531,-97.79759,2014,7,30,20.88
37.72531,-97.79759,2014,7,31,22.33
37.72531,-97.79759,2014,8,1,25.24
37.72531,-97.79759,2014,8,2,25.73
37.72531,-97.79759,2014,8,3,26.98
37.72531,-97.79759,2014,8,4,27.93
37.72531,-97.79759,2014,8,5,27.83
37.72531,-97.79759,2014,8,6,27.84
37.72531,-97.79759,2014,8,7,27.59
37.72531,-97.79759,2014,8,8,26.28
37.72531,-97.79759,2014,8,9,25.66
37.72531,-97.79759,2014,8,10,25.35
37.72531,-97.79759,2014,8,11,24.2
37.72531,-97.79759,2014,8,12,22.79
37.72531,-97.79759,2014,8,13,24.33
37.72531,-97.79759,2014,8,14,26.32
37.72531,-97.79759,2014,8,15,28.54
37.72531,-97.79759,2014,8,16,28.73
37.72531,-97.79759,2014,8,17,28.63
37.72531,-97.79759,2014,8,18,28.88
37.72531,-97.79759,2014,8,19,29.06
37.72531,-97.79759,2014,8,20,29.81
37.72531,-97.79759,2014,8,21,31.34
37.72531,-97.79759,2014,8,22,32.03
37.72531,-97.79759,2014,8,23,30.68
37.72531,-97.79759,2014,8,24,30.75
37.72531,-97.79759,2014,8,25,30.82
37.72531,-97.79759,2014,8,26,29.06
