LAT,LON,YEAR,MO,DY,T2M
37.72531,-97.79759,2014,8,27,28.89
37.72531,-97.79759,2014,8,28,26.65
37.72531,-97.79759,2014,8,29,25.78
37.72531,-97.79759,2014,8,30,26.75
37.72531,-97.79759,2014,8,31,27.9
37.72531,-97.79759,2014,9,1,25.59
37.72531,-97.79759,2014,9,2,24.8
37.72531,-97.79759,2014,9,3,28.7
37.72531,-97.79759,2014,9,4,29.46
37.72531,-97.79759,2014,9,5,21.24
37.72531,-97.79759,2014,9,6,19
37.72531,-97.79759,2014,9,7,20.06
37.72531,-97.79759,2014,9,8,24.85
37.72531,-97.79759,2014,9,9,28.84
37.72531,-97.79759,2014,9,10,21.97
37.72531,-97.79759,2014,9,11,17.68
37.72531,-97.79759,2014,9,12,12.53
37.72531,-97.79759,2014,9,13,13.09
37.72531,-97.79759,2014,9,14,19.54
37.72531,-97.79759,2014,9,15,21.65
37.72531,-97.79759,2014,9,16,20.36
37.72531,-97.79759,2014,9,17,26.35
37.72531,-97.79759,2014,9,18,25.51
37.72531,-97.79759,2014,9,19,25.79
37.72531,-97.79759,2014,9,20,26.07
37.72531,-97.79759,2014,9,21,21.4
37.72531,-97.79759,2014,9,22,18.94
37.72531,-97.79759,2014,9,23,19.27
37.72531,-97.79759,2014,9,24,20.73
37.72531,-97.79759,2014,9,25,22.34
37.72531,-97.79759,2014,9,26,21.18
37.72531,-97.79759,2014,9,27,21.51
37.72531,-97.79759,2014,9,28,21.89
37.72531,-97.79759,2014,9,29,22.61
37.72531,-97.79759,2014,9,30,22.47
37.72531,-97.79759,2014,10,1,24.08
37.72531,-97.79759,2014,10,2,16.85
37.72531,-97.79759,2014,10,3,11.31
37.72531,-97.79759,2014,10,4,13.45
37.72531,-97.79759,2014,10,5,18.05
37.72531,-97.79759,2014,10,6,19.11
37.72531,-97.79759,2014,10,7,21.1
37.72531,-97.79759,2014,10,8,21.56
37.72531,-97.79759,2014,10,9,20.58
37.72531,-97.79759,2014,10,10,11.01
37.72531,-97.79759,2014,10,11,11.33
37.72531,-97.79759,2014,10,12,13.1
37.72531,-97.79759,2014,10,13,12.42
37.72531,-97.79759,2014,10,14,12.87
37.72531,-97.79759,2014,10,15,13.59
37.72531,-97.79759,2014,10,16,15.65
37.72531,-97.79759,2014,10,17,14.33
37.72531,-97.79759,2014,10,18,11.99
37.72531,-97.79759,2014,10,19,15.49
37.72531,-97.79759,2014,10,20,17.4
37.72531,-97.79759,2014,10,21,18.49
37.72531,-97.79759,2014,10,22,18.67
37.72531,-97.79759,2014,10,23,18.57
37.72531,-97.79759,2014,10,24,19.51
37.72531,-97.79759,2014,10,25,20.66
37.72531,-97.79759,2014,10,26,22.16
37.72531,-97.79759,2014,10,27,16.97
37.72531,-97.79759,2014,10,28,12.06
37.72531,-97.79759,2014,10,29,12.27
37.72531,-97.79759,2014,10,30,13.51
37.72531,-97.79759,2014,10,31,5.02
37.72531,-97.79759,2014,11,1,6.12
37.72531,-97.79759,2014,11,2,11.07
37.72531,-97.79759,2014,11,3,13.3
37.72531,-97.79759,2014,11,4,8.34
37.72531,-97.79759,2014,11,5,10.98
37.72531,-97.79759,2014,11,6,9.34
37.72531,-97.79759,2014,11,7,11.83
37.72531,-97.79759,2014,11,8,9.81
37.72531,-97.79759,2014,11,9,10.8
37.72531,-97.79759,2014,11,10,9.48
37.72531,-97.79759,2014,11,11,-2.83
37.72531,-97.79759,2014,11,12,-5.22
37.72531,-97.79759,2014,11,13,-4.23
37.72531,-97.79759,2014,11,14,-2
37.72531,-97.79759,2014,11,15,-0.24
37.72531,-97.79759,2014,11,16,-4.46
37.72531,-97.79759,2014,11,17,-5.48
37.72531,-97.79759,2014,11,18,-1.97
37.72531,-97.79759,2014,11,19,1.15
37.72531,-97.79759,2014,11,20,0.53
37.72531,-97.79759,2014,11,21,1.25
37.72531,-97.79759,2014,11,22,9.22
37.72531,-97.79759,2014,11,23,8.49
37.72531,-97.79759,2014,11,24,3.72
37.72531,-97.79759,2014,11,25,2.81
37.72531,-97.79759,2014,11,26,3.22
37.72531,-97.79759,2014,11,27,0.68
37.72531,-97.79759,2014,11,28,6.87
37.72531,-97.79759,2014,11,29,9.61
37.72531,-97.79759,2014,11,30,-0.92
37.72531,-97.79759,2014,12,1,-4.6
37.72531,-97.79759,2014,12,2,-1.26
37.72531,-97.79759,2014,12,3,0.84
37.72531,-97.79759,2014,12,4,4.25
37.72531,-97.79759,2014,12,5,6.43
37.72531,-97.79759,2014,12,6,2.46
37.72531,-97.79759,2014,12,7,4.18
37.72531,-97.79759,2014,12,8,6.79
37.72531,-97.79759,2014,12,9,2.17
37.72531,-97.79759,2014,12,10,2.56
37.72531,-97.79759,2014,12,11,5.79
37.72531,-97.79759,2014,12,12,7.75
37.72531,-97.79759,2014,12,13,11.38
37.72531,-97.79759,2014,12,14,12.24
37.72531,-97.79759,2014,12,15,3.8
37.72531,-97.79759,2014,12,16,-0.59
37.72531,-97.79759,2014,12,17,-0.65
37.72531,-97.79759,2014,12,18,-0.16
37.72531,-97.79759,2014,12,19,-0.25
37.72531,-97.79759,2014,12,20,2.43
37.72531,-97.79759,2014,12,21,4.09
37.72531,-97.79759,2014,12,22,5.91
37.72531,-97.79759,2014,12,23,1.51
37.72531,-97.79759,2014,12,24,0.42
37.72531,-97.79759,2014,12,25,4.68
37.72531,-97.79759,2014,12,26,1.2
37.72531,-97.79759,2014,12,27,-2.58
37.72531,-97.79759,2014,12,28,-1.79
37.72531,-97.79759,2014,12,29,-1.32
37.72531,-97.79759,2014,12,30,-8.39
37.72531,-97.79759,2014,12,31,-9.01
37.72531,-97.79759,2015,1,1,-3.53
37.72531,-97.79759,2015,1,2,-1.8
37.72531,-97.79759,2015,1,3,-1.13
37.72531,-97.79759,2015,1,4,-9
37.72531,-97.79759,2015,1,5,-4.89
37.72531,-97.79759,2015,1,6,-3.21
37.72531,-97.79759,2015,1,7,-10.02
37.72531,-97.79759,2015,1,8,-5.23
37.72531,-97.79759,2015,1,9,-6.67
37.72531,-97.79759,2015,1,10,-3.42
37.72531,-97.79759,2015,1,11,-0.95
37.72531,-97.79759,2015,1,12,-4.66
37.72531,-97.79759,2015,1,13,-5.38
37.72531,-97.79759,2015,1,14,-1.63
37.72531,-97.79759,2015,1,15,0.65
37.72531,-97.79759,2015,1,16,4.14
37.72531,-97.79759,2015,1,17,3.88
37.72531,-97.79759,2015,1,18,4.59
37.72531,-97.79759,2015,1,19,7.68
37.72531,-97.79759,2015,1,20,4.35
37.72531,-97.79759,2015,1,21,1.68
37.72531,-97.79759,2015,1,22,0.59
37.72531,-97.79759,2015,1,23,1.06
37.72531,-97.79759,2015,1,24,6.44
37.72531,-97.79759,2015,1,25,5.66
37.72531,-97.79759,2015,1,26,6.98
37.72531,-97.79759,2015,1,27,9.46
37.72531,-97.79759,2015,1,28,11.31
37.72531,-97.79759,2015,1,29,4.34
37.72531,-97.79759,2015,1,30,1.47
37.72531,-97.79759,2015,1,31,2.49
37.72531,-97.79759,2015,2,1,-4.83
37.72531,-97.79759,2015,2,2,-4.72
37.72531,-97.79759,2015,2,3,1.48
37.72531,-97.79759,2015,2,4,-2.98
37.72531,-97.79759,2015,2,5,-3.89
37.72531,-97.79759,2015,2,6,3.09
37.72531,-97.79759,2015,2,7,6.11
37.72531,-97.79759,2015,2,8,11.44
37.72531,-97.79759,2015,2,9,6.73
37.72531,-97.79759,2015,2,10,6.13
37.72531,-97.79759,2015,2,11,2.36
37.72531,-97.79759,2015,2,12,-2.71
37.72531,-97.79759,2015,2,13,4.11
37.72531,-97.79759,2015,2,14,4.15
37.72531,-97.79759,2015,2,15,-4.53
37.72531,-97.79759,2015,2,16,-2.03
37.72531,-97.79759,2015,2,17,-0.68
37.72531,-97.79759,2015,2,18,-3.32
37.72531,-97.79759,2015,2,19,-2.12
37.72531,-97.79759,2015,2,20,-0.73
37.72531,-97.79759,2015,2,21,3.08
37.72531,-97.79759,2015,2,22,-5.13
37.72531,-97.79759,2015,2,23,-6.96
37.72531,-97.79759,2015,2,24,-0.63
37.72531,-97.79759,2015,2,25,2.41
37.72531,-97.79759,2015,2,26,-6.93
37.72531,-97.79759,2015,2,27,-9.44
37.72531,-97.79759,2015,2,28,-6.49
37.72531,-97.79759,2015,3,1,-3.14
37.72531,-97.79759,2015,3,2,-1.56
37.72531,-97.79759,2015,3,3,1.5
37.72531,-97.79759,2015,3,4,-3.19
37.72531,-97.79759,2015,3,5,-1.71
37.72531,-97.79759,2015,3,6,3.51
37.72531,-97.79759,2015,3,7,8.14
37.72531,-97.79759,2015,3,8,9.03
37.72531,-97.79759,2015,3,9,7.43
37.72531,-97.79759,2015,3,10,11.53
37.72531,-97.79759,2015,3,11,12.88
37.72531,-97.79759,2015,3,12,12.89
37.72531,-97.79759,2015,3,13,13.83
37.72531,-97.79759,2015,3,14,11.26
37.72531,-97.79759,2015,3,15,12.7
37.72531,-97.79759,2015,3,16,16.84
37.72531,-97.79759,2015,3,17,8.75
37.72531,-97.79759,2015,3,18,6.79
37.72531,-97.79759,2015,3,19,6.58
37.72531,-97.79759,2015,3,20,10.77
37.72531,-97.79759,2015,3,21,12.95
37.72531,-97.79759,2015,3,22,15.35
37.72531,-97.79759,2015,3,23,13.72
37.72531,-97.79759,2015,3,24,14.8
37.72531,-97.79759,2015,3,25,9.35
37.72531,-97.79759,2015,3,26,8.54
37.72531,-97.79759,2015,3,27,6.59
37.72531,-97.79759,2015,3,28,12.74
37.72531,-97.79759,2015,3,29,13.64
37.72531,-97.79759,2015,3,30,15.08
37.72531,-97.79759,2015,3,31,18.06
37.72531,-97.79759,2015,4,1,20.57
37.72531,-97.79759,2015,4,2,17.55
37.72531,-97.79759,2015,4,3,9
37.72531,-97.79759,2015,4,4,10.32
37.72531,-97.79759,2015,4,5,13.32
37.72531,-97.79759,2015,4,6,19.02
37.72531,-97.79759,2015,4,7,19.65
37.72531,-97.79759,2015,4,8,19.69
37.72531,-97.79759,2015,4,9,13.61
37.72531,-97.79759,2015,4,10,12.55
37.72531,-97.79759,2015,4,11,13.63
37.72531,-97.79759,2015,4,12,19.44
37.72531,-97.79759,2015,4,13,13.04
37.72531,-97.79759,2015,4,14,13.46
37.72531,-97.79759,2015,4,15,15.29
37.72531,-97.79759,2015,4,16,17.55
37.72531,-97.79759,2015,4,17,16.92
37.72531,-97.79759,2015,4,18,17.29
37.72531,-97.79759,2015,4,19,11.7
37.72531,-97.79759,2015,4,20,10.48
37.72531,-97.79759,2015,4,21,14.84
37.72531,-97.79759,2015,4,22,12.15
37.72531,-97.79759,2015,4,23,13.65
37.72531,-97.79759,2015,4,24,18.2
37.72531,-97.79759,2015,4,25,16.95
37.72531,-97.79759,2015,4,26,13.71
37.72531,-97.79759,2015,4,27,11.33
37.72531,-97.79759,2015,4,28,13.98
37.72531,-97.79759,2015,4,29,15.96
37.72531,-97.79759,2015,4,30,17.95
37.72531,-97.79759,2015,5,1,18.79
37.72531,-97.79759,2015,5,2,20.91
37.72531,-97.79759,2015,5,3,22.44
37.72531,-97.79759,2015,5,4,20.95
37.72531,-97.79759,2015,5,5,19.73
37.72531,-97.79759,2015,5,6,20.96
37.72531,-97.79759,2015,5,7,20.81
37.72531,-97.79759,2015,5,8,19.3
37.72531,-97.79759,2015,5,9,18.92
37.72531,-97.79759,2015,5,10,17.77
37.72531,-97.79759,2015,5,11,11.79
37.72531,-97.79759,2015,5,12,13.97
37.72531,-97.79759,2015,5,13,13.71
37.72531,-97.79759,2015,5,14,20.36
37.72531,-97.79759,2015,5,15,20.97
37.72531,-97.79759,2015,5,16,20.4
37.72531,-97.79759,2015,5,17,19.54
37.72531,-97.79759,2015,5,18,16.93
37.72531,-97.79759,2015,5,19,11.23
37.72531,-97.79759,2015,5,20,10.7
37.72531,-97.79759,2015,5,21,12.18
37.72531,-97.79759,2015,5,22,13.29
37.72531,-97.79759,2015,5,23,15.97
37.72531,-97.79759,2015,5,24,17.45
37.72531,-97.79759,2015,5,25,18.76
37.72531,-97.79759,2015,5,26,19.53
37.72531,-97.79759,2015,5,27,20.88
37.72531,-97.79759,2015,5,28,20.81
37.72531,-97.79759,2015,5,29,21.31
37.72531,-97.79759,2015,5,30,15.95
37.72531,-97.79759,2015,5,31,17.65
37.72531,-97.79759,2015,6,1,18.35
37.72531,-97.79759,2015,6,2,22.88
37.72531,-97.79759,2015,6,3,24.88
37.72531,-97.79759,2015,6,4,25.51
37.72531,-97.79759,2015,6,5,25
37.72531,-97.79759,2015,6,6,25.96
37.72531,-97.79759,2015,6,7,26.63
37.72531,-97.79759,2015,6,8,25.58
37.72531,-97.79759,2015,6,9,27.18
